bit,threshold
440,0.3499999940395355
441,0.25
442,0.07999999821186066
443,0.6000000238418579
444,0.11999999731779099
445,0.07999999821186066
446,0.07999999821186066
447,0.019999999552965164
448,0.4000000059604645
449,0.019999999552965164
450,0.11999999731779099
451,0.15000000596046448
452,0.25
453,0.5
454,0.18700000643730164
455,0.019999999552965164
456,0.18700000643730164
457,0.20000000298023224
458,0.15000000596046448
459,0.5
460,0.07999999821186066
461,0.15000000596046448
462,0.6000000238418579
463,0.019999999552965164
464,0.20000000298023224
465,0.18700000643730164
466,0.18700000643730164
467,0.07999999821186066
468,0.4000000059604645
469,0.019999999552965164
470,0.05000000074505806
471,0.15000000596046448
472,0.25
473,0.25
474,0.4000000059604645
475,0.25
476,0.20000000298023224
477,0.18700000643730164
478,0.5
479,0.10000000149011612
480,0.3499999940395355
481,0.4000000059604645
482,0.07999999821186066
483,0.30000001192092896
484,0.11999999731779099
485,0.11999999731779099
486,0.25
487,0.30000001192092896
488,0.30000001192092896
489,0.10000000149011612
490,0.25
491,0.11999999731779099
492,0.20000000298023224
493,0.07999999821186066
494,0.11999999731779099
495,0.11999999731779099
496,0.25
497,0.18700000643730164
498,0.25
499,0.11999999731779099
500,0.5
501,0.30000001192092896
502,0.25
503,0.10000000149011612
504,0.10000000149011612
505,0.15000000596046448
506,0.25
507,0.30000001192092896
508,0.019999999552965164
509,0.10000000149011612
510,0.4000000059604645
511,0.5
512,0.15000000596046448
513,0.07999999821186066
514,0.4000000059604645
515,0.25
516,0.20000000298023224
517,0.25
518,0.25
519,0.20000000298023224
520,0.07999999821186066
521,0.5
522,0.6000000238418579
523,0.15000000596046448
524,0.019999999552965164
525,0.30000001192092896
526,0.30000001192092896
527,0.4000000059604645
528,0.11999999731779099
529,0.11999999731779099
530,0.10000000149011612
531,0.20000000298023224
532,0.4000000059604645
533,0.07999999821186066
534,0.25
535,0.25
536,0.18700000643730164
537,0.6000000238418579
538,0.05000000074505806
539,0.30000001192092896
540,0.07999999821186066
541,0.18700000643730164
542,0.07999999821186066
543,0.10000000149011612
544,0.18700000643730164
545,0.3499999940395355
546,0.019999999552965164
547,0.20000000298023224
548,0.30000001192092896
549,0.3499999940395355
550,0.11999999731779099
551,0.20000000298023224
552,0.25
553,0.10000000149011612
554,0.05000000074505806
555,0.30000001192092896
556,0.15000000596046448
557,0.11999999731779099
558,0.11999999731779099
559,0.20000000298023224
560,0.4000000059604645
561,0.4000000059604645
562,0.20000000298023224
563,0.4000000059604645
564,0.4000000059604645
565,0.3499999940395355
566,0.019999999552965164
567,0.05000000074505806
568,0.15000000596046448
569,0.10000000149011612
570,0.11999999731779099
571,0.07999999821186066
572,0.25
573,0.11999999731779099
574,0.30000001192092896
575,0.15000000596046448
576,0.15000000596046448
577,0.18700000643730164
578,0.05000000074505806
579,0.11999999731779099
580,0.07999999821186066
581,0.10000000149011612
582,0.18700000643730164
583,0.15000000596046448
584,0.18700000643730164
585,0.07999999821186066
586,0.019999999552965164
587,0.019999999552965164
588,0.07999999821186066
589,0.10000000149011612
590,0.4000000059604645
591,0.6000000238418579
592,0.15000000596046448
593,0.10000000149011612
594,0.6000000238418579
595,0.07999999821186066
596,0.019999999552965164
597,0.3499999940395355
598,0.019999999552965164
599,0.18700000643730164
600,0.11999999731779099
601,0.4000000059604645
602,0.07999999821186066
603,0.15000000596046448
604,0.10000000149011612
605,0.3499999940395355
606,0.07999999821186066
607,0.18700000643730164
608,0.25
609,0.20000000298023224
610,0.6000000238418579
611,0.11999999731779099
612,0.11999999731779099
613,0.20000000298023224
614,0.07999999821186066
615,0.30000001192092896
616,0.18700000643730164
