mode,alpha_primary,value,mean_tanimoto,median_tanimoto,bit_accuracy,bit_precision,bit_recall,bit_f1,mean_active_bits,mean_target_active_bits
top_k,0.6,128,0.34456323944855777,0.3233082592487335,0.9766985382382962,0.3765963050727301,0.7549450088533567,0.5025172256076281,128.0,63.8514404296875
top_k,0.5,32,0.34181892059933944,0.3333333432674408,0.9882111347304455,0.7431913957884787,0.37246026269755567,0.4962288370288923,32.0,63.8514404296875
threshold,0.95,0.8,0.33764699970840595,0.290909081697464,0.9896554272321194,0.9372203540560821,0.36055901566135357,0.5207714904418953,24.564353942871094,63.8514404296875
top_k,0.5,128,0.3354472211939018,0.31333333253860474,0.976237641558742,0.3692219581998635,0.7401620003898273,0.4926771494270995,128.0,63.8514404296875
top_k,0.3,80,0.3351490302411913,0.313043475151062,0.9821456318635785,0.441999684923594,0.5537850669820376,0.49161794183538293,80.0,63.8514404296875
top_k,0.3,96,0.332547559351776,0.31147539615631104,0.980070583986734,0.4073987160636454,0.612519871735299,0.4893328002717432,96.0,63.8514404296875
threshold,0.5,0.5,0.331494701044503,0.30434781312942505,0.9888998515489615,0.820237010694385,0.368753613510066,0.5087766975969681,28.705665588378906,63.8514404296875
threshold,0.4,0.125,0.33085551880014824,0.3216783106327057,0.976885884084703,0.37491865187348944,0.7234898920408611,0.49389611264569167,123.2157211303711,63.8514404296875
threshold,0.3,0.15,0.3289681308656948,0.3139534890651703,0.9781543563620819,0.3865878857903479,0.6840819690062611,0.4940043859844487,112.98755645751953,63.8514404296875
threshold,0.4,0.4,0.3286089074156718,0.3035714328289032,0.9872896875246153,0.6434179040980559,0.41419316848188575,0.5039646563197342,41.103660583496094,63.8514404296875
top_k,0.3,64,0.3276741317093986,0.3050847351551056,0.9838805520934529,0.4830170535104763,0.4841408543139656,0.48357830100526766,64.0,63.8514404296875
